Time(s),F69-1-AnoChasing,F69-2-AnoMutual,F69-3-AnoMutual,F69-4-N-N,F69-5-Body,H25-1-Body/Ano,H25-2-N-N,H25-3-N-N,H25-4-N-N,H25-5-N-N,H28-1-N-N,H28-2-N-N,H28-3-Ano,H28-4-Ano/Body,H28-5-N-N,H82-1-AnoMutual,H82-2-N-N/AnoChasing,H82-3-N-N,H82-4-BodyMutual,H82-5-N-N
-3.91,0.100283892,-0.24270508,0.045580822,0.384149429,-0.182958283,0.303179349,-0.288842683,0.151301212,-0.133529034*,0.184580509,0.090239,0.19162,-0.02531,-0.07381,-0.03992,0.070213,-0.31725,0.079726,-0.07245,-0.09437
-3.9,0.100709892,-0.24097208,0.043660822,0.383460429,-0.184933283,0.300508349,-0.289714683,0.154097212,-0.136310034*,0.185200509,0.090444,0.191705,-0.02526,-0.07347,-0.04157,0.070408,-0.31868,0.080804,-0.07236,-0.09238
-3.89,0.101139892,-0.23920708,0.041747822,0.382745429,-0.186908283,0.297833349,-0.290565683,0.156892212,-0.139099034*,0.185828509,0.090635,0.191794,-0.02522,-0.07312,-0.04324,0.070607,-0.32009,0.081871,-0.07226,-0.09039
-3.88,0.101574892,-0.23740908,0.039842822,0.382004429,-0.188884283,0.295155349,-0.291395683,0.159686212,-0.141894034*,0.186464509,0.090813,0.191887,-0.02517,-0.07277,-0.04493,0.070811,-0.32149,0.082924,-0.07217,-0.08841
-3.87,0.102012892,-0.23558008,0.037945822,0.381237429,-0.190860283,0.292475349,-0.292203683,0.162478212,-0.144695034*,0.187108509,0.090979,0.191985,-0.02513,-0.07241,-0.04663,0.071019,-0.32289,0.083966,-0.07208,-0.08643
-3.86,0.102454892,-0.23371908,0.036058822,0.380444429,-0.192835283,0.289792349,-0.292989683,0.165267212,-0.147503034*,0.187761509,0.091131,0.192086,-0.02508,-0.07204,-0.04836,0.071231,-0.32427,0.084994,-0.07198,-0.08446
-3.85,0.102900892,-0.23182808,0.034180822,0.379627429,-0.194811283,0.287109349,-0.293755683,0.168054212,-0.150317034*,0.188421509,0.09127,0.192192,-0.02504,-0.07166,-0.05009,0.071448,-0.32564,0.086009,-0.07189,-0.08249
-3.84,0.103350892,-0.22990708,0.032312822,0.378785429,-0.196787283,0.284425349,-0.294498683,0.170838212,-0.153137034*,0.189089509,0.091396,0.192303,-0.025,-0.07128,-0.05185,0.071669,-0.32701,0.087011,-0.0718,-0.08053
-3.83,0.103804892,-0.22795508,0.030455822,0.377919429,-0.198762283,0.281741349,-0.295221683,0.173618212,-0.155962034*,0.189765509,0.091509,0.192417,-0.02496,-0.07089,-0.05362,0.071894,-0.32836,0.087999,-0.07171,-0.07858
-3.82,0.104261892,-0.22597408,0.028609822,0.377029429,-0.200737283,0.279059349,-0.295922683,0.176394212,-0.158793034*,0.190449509,0.091609,0.192536,-0.02493,-0.07049,-0.05541,0.072123,-0.3297,0.088974,-0.07162,-0.07663
-3.81,0.104721892,-0.22396408,0.026775822,0.376116429,-0.202711283,0.276378349,-0.296601683,0.179165212,-0.161629034*,0.191141509,0.091696,0.192659,-0.02489,-0.07009,-0.05722,0.072356,-0.33103,0.089935,-0.07153,-0.07469
-3.8,0.105185892,-0.22192508,0.024954822,0.375179429,-0.204684283,0.273700349,-0.297259683,0.181932212,-0.164471034*,0.191841509,0.09177,0.192786,-0.02486,-0.06968,-0.05904,0.072593,-0.33235,0.090882,-0.07144,-0.07276
-3.79,0.105652892,-0.21985808,0.023145822,0.374220429,-0.206656283,0.271025349,-0.297896683,0.184693212,-0.167317034*,0.192549509,0.091831,0.192917,-0.02483,-0.06926,-0.06087,0.072834,-0.33366,0.091814,-0.07135,-0.07083
-3.78,0.106122892,-0.21776408,0.021350822,0.373239429,-0.208627283,0.268355349,-0.298511683,0.187449212,-0.170168034*,0.193264509,0.09188,0.193053,-0.02481,-0.06883,-0.06273,0.073078,-0.33496,0.092732,-0.07126,-0.06891
-3.77,0.106595892,-0.21564208,0.019569822,0.372236429,-0.210597283,0.265689349,-0.299105683,0.190198212,-0.173024034*,0.193987509,0.091915,0.193192,-0.02478,-0.0684,-0.0646,0.073326,-0.33625,0.093636,-0.07117,-0.067
-3.76,0.107070892,-0.21349308,0.017802822,0.371212429,-0.212565283,0.263028349,-0.299677683,0.192940212,-0.175884034*,0.194718509,0.091938,0.193336,-0.02476,-0.06796,-0.06648,0.073577,-0.33753,0.094524,-0.07108,-0.06509
-3.75,0.107548892,-0.21131808,0.016051822,0.370167429,-0.214532283,0.260373349,-0.300228683,0.195676212,-0.178748034*,0.195457509,0.091948,0.193484,-0.02474,-0.06752,-0.06838,0.073832,-0.33879,0.095398,-0.07099,-0.0632
-3.74,0.108029892,-0.20911808,0.014316822,0.369101429,-0.216497283,0.257725349,-0.300758683,0.198404212,-0.181617034*,0.196203509,0.091945,0.193636,-0.02473,-0.06707,-0.07029,0.07409,-0.34005,0.096256,-0.07091,-0.06131
-3.73,0.108512892,-0.20689208,0.012597822,0.368015429,-0.218460283,0.255085349,-0.301266683,0.201124212,-0.184489034*,0.196957509,0.09193,0.193793,-0.02472,-0.06661,-0.07222,0.074352,-0.34129,0.097099,-0.07082,-0.05944
-3.72,0.108998892,-0.20464208,0.010894822,0.366910429,-0.220421283,0.252453349,-0.301753683,0.203835212,-0.187365034*,0.197718509,0.091902,0.193953,-0.02471,-0.06614,-0.07416,0.074616,-0.34252,0.097927,-0.07074,-0.05757
-3.71,0.109485892,-0.20236708,0.009209822,0.365785429,-0.222380283,0.249829349,-0.302219683,0.206538212,-0.190245034*,0.198487509,0.091861,0.194117,-0.02471,-0.06567,-0.07612,0.074884,-0.34374,0.098739,-0.07065,-0.05571
-3.7,0.109974892,-0.20006808,0.007542822,0.364642429,-0.224336283,0.247216349,-0.302664683,0.209231212,-0.193128034*,0.199263509,0.091808,0.194285,-0.02471,-0.06519,-0.07809,0.075154,-0.34494,0.099536,-0.07057,-0.05386
-3.69,0.110465892,-0.19774708,0.005893822,0.363480429,-0.226290283,0.244612349,-0.303088683,0.211915212,-0.196014034*,0.200047509,0.091743,0.194457,-0.02472,-0.06471,-0.08008,0.075427,-0.34614,0.100316,-0.07048,-0.05202
-3.68,0.110958892,-0.19540208,0.004263822,0.362301429,-0.228242283,0.242019349,-0.303490683,0.214589212,-0.198904034*,0.200838509,0.091665,0.194634,-0.02473,-0.06422,-0.08208,0.075703,-0.34732,0.10108,-0.0704,-0.0502
-3.67,0.111452892,-0.19303608,0.002653822,0.361104429,-0.230190283,0.239438349,-0.303872683,0.217252212,-0.201796034*,0.201636509,0.091575,0.194814,-0.02475,-0.06372,-0.08409,0.075982,-0.34849,0.101828,-0.07032,-0.04838
-3.66,0.111948892,-0.19064808,0.001062822,0.359890429,-0.232136283,0.236869349,-0.304233683,0.219904212,-0.204691034*,0.202441509,0.091473,0.194998,-0.02477,-0.06322,-0.08611,0.076263,-0.34964,0.10256,-0.07024,-0.04657
-3.65,0.112445892,-0.18823908,-0.000507178,0.358659429,-0.234078283,0.234313349,-0.304573683,0.222545212,-0.207589034*,0.203254509,0.091359,0.195185,-0.0248,-0.06271,-0.08815,0.076547,-0.35079,0.103275,-0.07016,-0.04478
-3.64,0.112943892,-0.18580908,-0.002056178,0.357413429,-0.236018283,0.231771349,-0.304892683,0.225174212,-0.210489034*,0.204074509,0.091232,0.195377,-0.02483,-0.0622,-0.0902,0.076833,-0.35192,0.103974,-0.07008,-0.04299
-3.63,0.113441892,-0.18335908,-0.003584178,0.356151429,-0.237954283,0.229243349,-0.305191683,0.227790212,-0.213392034*,0.204900509,0.091094,0.195572,-0.02487,-0.06168,-0.09226,0.077121,-0.35303,0.104656,-0.07,-0.04122
-3.62,0.113941892,-0.18089008,-0.005090178,0.354873429,-0.239886283,0.226729349,-0.305469683,0.230394212,-0.216297034*,0.205734509,0.090944,0.195771,-0.02491,-0.06115,-0.09433,0.077411,-0.35414,0.10532,-0.06992,-0.03946
-3.61,0.114441892,-0.17840208,-0.006573178,0.353582429,-0.241815283,0.224231349,-0.305726683,0.232985212,-0.219204034*,0.206575509,0.090782,0.195974,-0.02496,-0.06062,-0.09642,0.077703,-0.35523,0.105968,-0.06985,-0.03771
-3.6,0.114941892,-0.17589608,-0.008033178,0.352276429,-0.243740283,0.221750349,-0.305963683,0.235563212,-0.222112034*,0.207423509,0.090609,0.19618,-0.02501,-0.06008,-0.09851,0.077998,-0.35631,0.106599,-0.06977,-0.03598
-3.59,0.115441892,-0.17337208,-0.009471178,0.350956429,-0.245662283,0.219285349,-0.306180683,0.238127212,-0.225023034*,0.208277509,0.090424,0.19639,-0.02507,-0.05954,-0.10062,0.078294,-0.35737,0.107213,-0.06969,-0.03425
-3.58,0.115942892,-0.17083208,-0.010884178,0.349623429,-0.247579283,0.216837349,-0.306377683,0.240676212,-0.227936034*,0.209138509,0.090228,0.196604,-0.02514,-0.05899,-0.10274,0.078592,-0.35842,0.107809,-0.06962,-0.03254
-3.57,0.116443892,-0.16827408,-0.012273178,0.348277429,-0.249492283,0.214407349,-0.306553683,0.243211212,-0.230850034*,0.210006509,0.09002,0.196821,-0.02522,-0.05843,-0.10487,0.078891,-0.35946,0.108388,-0.06955,-0.03084
-3.56,0.116943892,-0.16570108,-0.013637178,0.346919429,-0.251401283,0.211996349,-0.306710683,0.245731212,-0.233765034*,0.210881509,0.089802,0.197042,-0.0253,-0.05787,-0.107,0.079192,-0.36048,0.108949,-0.06947,-0.02916
-3.55,0.117443892,-0.16311208,-0.014976178,0.345550429,-0.253305283,0.209604349,-0.306847683,0.248235212,-0.236682034*,0.211761509,0.089572,0.197265,-0.02538,-0.05731,-0.10915,0.079495,-0.36148,0.109492,-0.0694,-0.02749
-3.54,0.117942892,-0.16050808,-0.016289178,0.344169429,-0.255205283,0.207231349,-0.306964683,0.250724212,-0.239600034*,0.212649509,0.089331,0.197493,-0.02548,-0.05673,-0.11131,0.079798,-0.36248,0.110018,-0.06933,-0.02583
-3.53,0.118440892,-0.15789008,-0.017576178,0.342777429,-0.257100283,0.204879349,-0.307062683,0.253196212,-0.242519034*,0.213543509,0.089079,0.197723,-0.02558,-0.05616,-0.11347,0.080103,-0.36346,0.110526,-0.06926,-0.02419
-3.52,0.118938892,-0.15525908,-0.018837178,0.341375429,-0.258990283,0.202548349,-0.307140683,0.255652212,-0.245439034*,0.214443509,0.088817,0.197957,-0.02569,-0.05558,-0.11564,0.080409,-0.36442,0.111016,-0.06919,-0.02256
-3.51,0.119434892,-0.15261508,-0.020070178,0.339963429,-0.260875283,0.200239349,-0.307199683,0.258090212,-0.248359034*,0.215349509,0.088544,0.198194,-0.02581,-0.05499,-0.11782,0.080716,-0.36537,0.111488,-0.06913,-0.02095
-3.5,0.119929892,-0.14995808,-0.021277178,0.338541429,-0.262755283,0.197951349,-0.307239683,0.260512212,-0.251281034*,0.216262509,0.088261,0.198434,-0.02594,-0.0544,-0.12001,0.081024,-0.36631,0.111942,-0.06906,-0.01935
-3.49,0.120423892,-0.14728908,-0.022455178,0.337111429,-0.264630283,0.195686349,-0.307260683,0.262915212,-0.254203034*,0.217181509,0.087967,0.198678,-0.02607,-0.0538,-0.12221,0.081333,-0.36723,0.112378,-0.06899,-0.01776
-3.48,0.120914892,-0.14461008,-0.023605178,0.335672429,-0.266499283,0.193444349,-0.307261683,0.265300212,-0.257126034*,0.218106509,0.087664,0.198924,-0.02621,-0.0532,-0.12441,0.081642,-0.36813,0.112795,-0.06893,-0.01619
-3.47,0.121404892,-0.14191908,-0.024727178,0.334226429,-0.268363283,0.191226349,-0.307245683,0.267667212,-0.260049034*,0.219036509,0.08735,0.199173,-0.02636,-0.05259,-0.12662,0.081952,-0.36903,0.113194,-0.06887,-0.01463
-3.46,0.121892892,-0.13921908,-0.025819178,0.332771429,-0.270222283,0.189033349,-0.307209683,0.270015212,-0.262973034*,0.219973509,0.087026,0.199425,-0.02652,-0.05198,-0.12884,0.082263,-0.3699,0.113575,-0.0688,-0.01309
-3.45,0.122378892,-0.13650908,-0.026882178,0.331310429,-0.272074283,0.186863349,-0.307156683,0.272343212,-0.265897034*,0.220915509,0.086693,0.19968,-0.02668,-0.05136,-0.13106,0.082573,-0.37076,0.113938,-0.06874,-0.01157
-3.44,0.122861892,-0.13379108,-0.027915178,0.329843429,-0.273921283,0.184720349,-0.307084683,0.274652212,-0.268821034*,0.221863509,0.08635,0.199938,-0.02686,-0.05074,-0.13328,0.082884,-0.37161,0.114282,-0.06868,-0.01006
-3.43,0.123342892,-0.13106508,-0.028918178,0.328370429,-0.275762283,0.182601349,-0.306994683,0.276941212,-0.271745034*,0.222817509,0.085997,0.200199,-0.02704,-0.05011,-0.13552,0.083196,-0.37243,0.114608,-0.06862,-0.00857
-3.42,0.123820892,-0.12833108,-0.029891178,0.326891429,-0.277597283,0.180510349,-0.306887683,0.279210212,-0.274669034*,0.223776509,0.085636,0.200462,-0.02724,-0.04948,-0.13775,0.083507,-0.37325,0.114915,-0.06856,-0.00709
-3.41,0.124295892,-0.12559008,-0.030832178,0.325407429,-0.279425283,0.178445349,-0.306761683,0.281458212,-0.277593034*,0.224741509,0.085265,0.200728,-0.02744,-0.04885,-0.13999,0.083818,-0.37405,0.115203,-0.06851,-0.00563
-3.4,0.124767892,-0.12284308,-0.031742178,0.323919429,-0.281248283,0.176407349,-0.306618683,0.283685212,-0.280517034*,0.225711509,0.084885,0.200996,-0.02765,-0.04821,-0.14223,0.084129,-0.37483,0.115473,-0.06845,-0.00418
-3.39,0.125236892,-0.12009008,-0.032621178,0.322427429,-0.283063283,0.174397349,-0.306458683,0.285890212,-0.283440034*,0.226686509,0.084497,0.201266,-0.02787,-0.04756,-0.14448,0.084439,-0.37559,0.115724,-0.06839,-0.00276
-3.38,0.125701892,-0.11733208,-0.033467178,0.320931429,-0.284872283,0.172415349,-0.306281683,0.288074212,-0.286363034*,0.227667509,0.0841,0.201539,-0.0281,-0.04692,-0.14673,0.084749,-0.37634,0.115956,-0.06834,-0.00134
-3.37,0.126162892,-0.11457008,-0.034282178,0.319432429,-0.286675283,0.170462349,-0.306087683,0.290236212,-0.289286034*,0.228653509,0.083694,0.201815,-0.02834,-0.04626,-0.14898,0.085059,-0.37708,0.11617,-0.06829,0.0000517
-3.36,0.126619892,-0.11180408,-0.035063178,0.317931429,-0.288470283,0.168537349,-0.305876683,0.292376212,-0.292209034*,0.229643509,0.08328,0.202092,-0.02859,-0.04561,-0.15124,0.085368,-0.37779,0.116365,-0.06823,0.001431
-3.35,0.127073892,-0.10903508,-0.035812178,0.316427429,-0.290259283,0.166643349,-0.305649683,0.294492212,-0.295130034*,0.230639509,0.082858,0.202372,-0.02885,-0.04494,-0.15349,0.085676,-0.37849,0.116542,-0.06818,0.002792
-3.34,0.127522892,-0.10626408,-0.036527178,0.314922429,-0.292041283,0.164778349,-0.305406683,0.296586212,-0.298052034*,0.231639509,0.082428,0.202653,-0.02912,-0.04428,-0.15575,0.085983,-0.37918,0.116699,-0.06813,0.004136
-3.33,0.127967892,-0.10349008,-0.037209178,0.313416429,-0.293815283,0.162944349,-0.305146683,0.298656212,-0.300972034*,0.232645509,0.081991,0.202937,-0.02939,-0.04361,-0.15801,0.086289,-0.37984,0.116838,-0.06809,0.005463
-3.32,0.128407892,-0.10071508,-0.037857178,0.311910429,-0.295582283,0.161140349,-0.304871683,0.300703212,-0.303892034*,0.233654509,0.081546,0.203223,-0.02968,-0.04294,-0.16026,0.086594,-0.3805,0.116958,-0.06804,0.006773
-3.31,0.128842892,-0.09794008,-0.038470178,0.310403429,-0.297342283,0.159368349,-0.304580683,0.302726212,-0.306811034*,0.234669509,0.081093,0.20351,-0.02998,-0.04226,-0.16252,0.086898,-0.38113,0.11706,-0.06799,0.008065
-3.3,0.129272892,-0.09516508,-0.039049178,0.308897429,-0.299094283,0.157627349,-0.304274683,0.304724212,-0.309729034*,0.235688509,0.080633,0.203799,-0.03029,-0.04158,-0.16478,0.087201,-0.38175,0.117142,-0.06795,0.009339
-3.29,0.129697892,-0.09239008,-0.039594178,0.307391429,-0.300839283,0.155919349,-0.303952683,0.306698212,-0.312646034*,0.236711509,0.080166,0.20409,-0.03061,-0.04089,-0.16703,0.087502,-0.38235,0.117206,-0.0679,0.010596
-3.28,0.130117892,-0.08961708,-0.040103178,0.305887429,-0.302576283,0.154242349,-0.303616683,0.308647212,-0.315562034*,0.237739509,0.079693,0.204382,-0.03094,-0.0402,-0.16928,0.087802,-0.38293,0.117252,-0.06786,0.011835
-3.27,0.130531892,-0.08684508,-0.040578178,0.304384429,-0.304305283,0.152599349,-0.303264683,0.310571212,-0.318478034*,0.238771509,0.079212,0.204676,-0.03128,-0.03951,-0.17153,0.0881,-0.38349,0.117278,-0.06782,0.013056
-3.26,0.130939892,-0.08407608,-0.041016178,0.302884429,-0.306026283,0.150988349,-0.302899683,0.312469212,-0.321392034*,0.239806509,0.078726,0.204971,-0.03164,-0.03881,-0.17378,0.088396,-0.38404,0.117286,-0.06778,0.014259
-3.25,0.131341892,-0.08131008,-0.041419178,0.301387429,-0.307739283,0.149411349,-0.302519683,0.314342212,-0.324305034*,0.240846509,0.078233,0.205268,-0.032,-0.03811,-0.17602,0.08869,-0.38457,0.117275,-0.06774,0.015444
-3.24,0.131737892,-0.07854808,-0.041786178,0.299893429,-0.309444283,0.147867349,-0.302125683,0.316188212,-0.327216034*,0.241890509,0.077734,0.205565,-0.03237,-0.03741,-0.17827,0.088982,-0.38509,0.117246,-0.0677,0.01661
-3.23,0.132127892,-0.07579008,-0.042117178,0.298402429,-0.311141283,0.146358349,-0.301718683,0.318008212,-0.330127034*,0.242938509,0.077229,0.205864,-0.03276,-0.0367,-0.1805,0.089272,-0.38558,0.117198,-0.06766,0.017758
-3.22,0.132510892,-0.07303708,-0.042411178,0.296916429,-0.312829283,0.144883349,-0.301297683,0.319802212,-0.333037034*,0.243989509,0.076718,0.206164,-0.03315,-0.03599,-0.18273,0.08956,-0.38606,0.117132,-0.06762,0.018888
-3.21,0.132886892,-0.07029008,-0.042669178,0.295434429,-0.314509283,0.143442349,-0.300862683,0.321569212,-0.335945034*,0.245044509,0.076202,0.206465,-0.03356,-0.03528,-0.18496,0.089845,-0.38652,0.117047,-0.06759,0.019999
-3.2,0.133256892,-0.06754908,-0.042890178,0.293957429,-0.316180283,0.142037349,-0.300415683,0.323309212,-0.338851034*,0.246102509,0.075681,0.206767,-0.03398,-0.03456,-0.18718,0.090128,-0.38696,0.116944,-0.06756,0.021092
-3.19,0.133618892,-0.06481408,-0.043074178,0.292486429,-0.317842283,0.140667349,-0.299955683,0.325022212,-0.341757034*,0.247164509,0.075155,0.207069,-0.03441,-0.03384,-0.18939,0.090408,-0.38739,0.116822,-0.06752,0.022166
-3.18,0.133973892,-0.06208708,-0.043220178,0.291020429,-0.319496283,0.139332349,-0.299483683,0.326707212,-0.344661034*,0.248229509,0.074624,0.207373,-0.03485,-0.03311,-0.1916,0.090686,-0.38779,0.116682,-0.06749,0.023221
-3.17,0.134321892,-0.05936908,-0.043330178,0.289561429,-0.321141283,0.138033349,-0.298999683,0.328364212,-0.347564034*,0.249298509,0.074088,0.207676,-0.0353,-0.03239,-0.1938,0.09096,-0.38818,0.116524,-0.06746,0.024258
-3.16,0.134661892,-0.05665808,-0.043401178,0.288109429,-0.322777283,0.136770349,-0.298502683,0.329993212,-0.350465034*,0.250369509,0.073548,0.207981,-0.03576,-0.03166,-0.196,0.091232,-0.38855,0.116348,-0.06743,0.025276
-3.15,0.134993892,-0.05395708,-0.043435178,0.286664429,-0.324404283,0.135544349,-0.297994683,0.331594212,-0.353364034*,0.251443509,0.073004,0.208285,-0.03623,-0.03092,-0.19818,0.091501,-0.3889,0.116153,-0.0674,0.026274
-3.14,0.135317892,-0.05126608,-0.043431178,0.285227429,-0.326021283,0.134354349,-0.297475683,0.333166212,-0.356263034*,0.252521509,0.072455,0.20859,-0.03672,-0.03019,-0.20036,0.091766,-0.38924,0.115941,-0.06738,0.027254
-3.13,0.135633892,-0.04858508,-0.043389178,0.283798429,-0.327630283,0.133201349,-0.296944683,0.334710212,-0.359159034*,0.253601509,0.071903,0.208895,-0.03722,-0.02945,-0.20252,0.092028,-0.38955,0.115711,-0.06735,0.028215
-3.12,0.135940892,-0.04591608,-0.043309178,0.282377429,-0.329229283,0.132084349,-0.296403683,0.336225212,-0.362054034*,0.254684509,0.071347,0.209201,-0.03773,-0.02871,-0.20468,0.092287,-0.38985,0.115462,-0.06732,0.029157
-3.11,0.136239892,-0.04325708,-0.043191178,0.280966429,-0.330818283,0.131005349,-0.295851683,0.337710212,-0.364948034*,0.255769509,0.070788,0.209506,-0.03824,-0.02796,-0.20683,0.092542,-0.39013,0.115196,-0.0673,0.03008
-3.1,0.136529892,-0.04061208,-0.043034178,0.279563429,-0.332398283,0.129963349,-0.295289683,0.339167212,-0.367840034*,0.256857509,0.070226,0.209811,-0.03878,-0.02721,-0.20896,0.092793,-0.39038,0.114913,-0.06728,0.030983
-3.09,0.136810892,-0.03797808,-0.042839178,0.278171429,-0.333968283,0.128959349,-0.294717683,0.340593212,-0.370730034*,0.257947509,0.069661,0.210116,-0.03932,-0.02646,-0.21109,0.093041,-0.39062,0.114611,-0.06726,0.031868
-3.08,0.137082892,-0.03535908,-0.042605178,0.276789429,-0.335529283,0.127993349,-0.294135683,0.341990212,-0.373619034*,0.259040509,0.069093,0.210421,-0.03987,-0.02571,-0.2132,0.093285,-0.39085,0.114293,-0.06724,0.032733
-3.07,0.137344892,-0.03275308,-0.042333178,0.275418429,-0.337080283,0.127064349,-0.293544683,0.343357212,-0.376506034*,0.260135509,0.068522,0.210725,-0.04044,-0.02496,-0.2153,0.093525,-0.39105,0.113956,-0.06722,0.033579
-3.06,0.137597892,-0.03016108,-0.042021178,0.274057429,-0.338621283,0.126173349,-0.292944683,0.344694212,-0.379391034*,0.261231509,0.06795,0.211028,-0.04102,-0.0242,-0.21739,0.09376,-0.39123,0.113603,-0.0672,0.034405
-3.05,0.137840892,-0.02758508,-0.041671178,0.272708429,-0.340151283,0.125321349,-0.292335683,0.346001212,-0.382275034*,0.262330509,0.067375,0.211332,-0.0416,-0.02344,-0.21946,0.093992,-0.3914,0.113232,-0.06718,0.035213
-3.04,0.138074892,-0.02502408,-0.041282178,0.271371429,-0.341672283,0.124507349,-0.291717683,0.347277212,-0.385157034*,0.263431509,0.066798,0.211634,-0.0422,-0.02267,-0.22152,0.094219,-0.39154,0.112845,-0.06717,0.036001
-3.03,0.138297892,-0.02248008,-0.040854178,0.270046429,-0.343183283,0.123731349,-0.291091683,0.348523212,-0.388037034*,0.264533509,0.06622,0.211935,-0.04281,-0.02191,-0.22357,0.094441,-0.39167,0.11244,-0.06715,0.03677
-3.02,0.138510892,-0.01995208,-0.040387178,0.268734429,-0.344683283,0.122993349,-0.290458683,0.349737212,-0.390915034*,0.265637509,0.06564,0.212236,-0.04344,-0.02114,-0.2256,0.094659,-0.39178,0.112019,-0.06714,0.037519
-3.01,0.138713892,-0.01744208,-0.039881178,0.267435429,-0.346173283,0.122295349,-0.289816683,0.350921212,-0.393792034*,0.266742509,0.06506,0.212536,-0.04407,-0.02037,-0.22761,0.094873,-0.39187,0.111581,-0.06712,0.03825
-3,0.138905892,-0.01494908,-0.039336178,0.266149429,-0.347652283,0.121635349,-0.289168683,0.352074212,-0.396667034*,0.267849509,0.064478,0.212834,-0.04472,-0.0196,-0.22961,0.095081,-0.39193,0.111126,-0.06711,0.03896
-2.99,0.139086892,-0.01247508,-0.038752178,0.264877429,-0.349121283,0.121013349,-0.288512683,0.353195212,-0.399541034*,0.268957509,0.063895,0.213131,-0.04537,-0.01882,-0.23159,0.095284,-0.39198,0.110655,-0.0671,0.039652
-2.98,0.139257892,-0.01001908,-0.038129178,0.263619429,-0.350579283,0.120431349,-0.287850683,0.354286212,-0.402412034*,0.270067509,0.063312,0.213427,-0.04604,-0.01805,-0.23356,0.095483,-0.39201,0.110168,-0.06709,0.040324
-2.97,0.139416892,-0.00758408,-0.037466178,0.262375429,-0.352027283,0.119887349,-0.287182683,0.355344212,-0.405282034*,0.271177509,0.062729,0.213722,-0.04672,-0.01727,-0.23551,0.095676,-0.39202,0.109665,-0.06708,0.040977
-2.96,0.139565892,-0.00516808,-0.036765178,0.261146429,-0.353463283,0.119383349,-0.286507683,0.356371212,-0.408150034*,0.272289509,0.062145,0.214015,-0.04741,-0.01649,-0.23744,0.095864,-0.39202,0.109145,-0.06708,0.04161
-2.95,0.139701892,-0.00277208,-0.036024178,0.259932429,-0.354889283,0.118917349,-0.285826683,0.357367212,-0.411017034*,0.273401509,0.061562,0.214306,-0.04811,-0.01571,-0.23935,0.096047,-0.39199,0.10861,-0.06707,0.042225
-2.94,0.139826892,-0.00039808,-0.035244178,0.258734429,-0.356304283,0.118490349,-0.285140683,0.358330212,-0.413881034*,0.274514509,0.060979,0.214595,-0.04882,-0.01492,-0.24124,0.096224,-0.39194,0.108059,-0.06707,0.042819
-2.93,0.139940892,0.00195492,-0.034426178,0.257552429,-0.357708283,0.118103349,-0.284449683,0.359262212,-0.416744034*,0.275628509,0.060396,0.214883,-0.04955,-0.01413,-0.24311,0.096395,-0.39187,0.107492,-0.06706,0.043395
-2.92,0.140041892,0.00428592,-0.033568178,0.256386429,-0.359101283,0.117754349,-0.283753683,0.360161212,-0.419605034*,0.276742509,0.059814,0.215168,-0.05028,-0.01335,-0.24496,0.09656,-0.39179,0.106911,-0.06706,0.043951
-2.91,0.140131892,0.00659492,-0.032672178,0.255236429,-0.360482283,0.117444349,-0.283053683,0.361029212,-0.422464034*,0.277857509,0.059234,0.215452,-0.05103,-0.01256,-0.2468,0.09672,-0.39168,0.106314,-0.06706,0.044489
-2.9,0.140208892,0.00887992,-0.031736178,0.254103429,-0.361853283,0.117174349,-0.282348683,0.361864212,-0.425322034*,0.278972509,0.058654,0.215733,-0.05178,-0.01176,-0.24861,0.096874,-0.39155,0.105702,-0.06705,0.045006
-2.89,0.140273892,0.01114192,-0.030762178,0.252987429,-0.363212283,0.116942349,-0.281640683,0.362667212,-0.428177034*,0.280087509,0.058076,0.216012,-0.05255,-0.01097,-0.2504,0.097022,-0.39141,0.105075,-0.06705,0.045505
-2.88,0.140325892,0.01337992,-0.029749178,0.251889429,-0.364559283,0.116749349,-0.280928683,0.363437212,-0.431031034*,0.281202509,0.0575,0.216289,-0.05333,-0.01018,-0.25216,0.097163,-0.39124,0.104433,-0.06705,0.045985
-2.87,0.140365892,0.01559392,-0.028697178,0.250808429,-0.365896283,0.116595349,-0.280212683,0.364175212,-0.433884034*,0.282318509,0.056925,0.216563,-0.05411,-0.00938,-0.25391,0.097298,-0.39105,0.103777,-0.06706,0.046445
-2.86,0.140392892,0.01778292,-0.027607178,0.249745429,-0.367220283,0.116480349,-0.279494683,0.364880212,-0.436734034*,0.283433509,0.056352,0.216834,-0.05491,-0.00858,-0.25563,0.097427,-0.39085,0.103106,-0.06706,0.046886
-2.85,0.140406892,0.01994592,-0.026478178,0.248701429,-0.368533283,0.116403349,-0.278773683,0.365553212,-0.439583034*,0.284548509,0.055782,0.217103,-0.05572,-0.00778,-0.25733,0.097549,-0.39062,0.102421,-0.06706,0.047309
-2.84,0.140407892,0.02208392,-0.025311178,0.247675429,-0.369834283,0.116366349,-0.278050683,0.366193212,-0.442430034*,0.285662509,0.055214,0.217368,-0.05654,-0.00698,-0.259,0.097665,-0.39038,0.101723,-0.06707,0.047712
-2.83,0.140394892,0.02419492,-0.024106178,0.246668429,-0.371124283,0.116367349,-0.277325683,0.366801212,-0.445275034*,0.286776509,0.054649,0.217631,-0.05737,-0.00618,-0.26065,0.097774,-0.39011,0.10101,-0.06707,0.048096
