Time(s),F69-1-AnoChasing,F69-2-AnoMutual,F69-3-AnoMutual,F69-4-N-N,F69-5-Body,H25-1-Body/Ano,H25-2-N-N,H25-3-N-N,H25-4-N-N,H25-5-N-N,H28-1-N-N,H28-2-N-N,H28-3-Ano,H28-4-Ano/Body,H28-5-N-N,H82-1-AnoMutual,H82-2-N-N/AnoChasing,H82-3-N-N,H82-4-BodyMutual,H82-5-N-N
1.38,0.004645892,0.30112592,0.306216822,-0.150379571,-0.085635283,0.494930349,-0.848014683,-0.120623788,-0.813553034*,0.023260509,-0.17263,0.09109,0.240718,0.368727,-0.04872,-0.06612,-0.1331,0.095787,-0.05591,-0.2633
1.39,0.007770892,0.30339292,0.306786822,-0.150658571,-0.085790283,0.496330349,-0.849446683,-0.120875788,-0.813110034*,0.023124509,-0.17275,0.091306,0.239765,0.369536,-0.05096,-0.06506,-0.13552,0.095243,-0.05543,-0.26134
1.4,0.010902892,0.30562992,0.307374822,-0.150899571,-0.085963283,0.497739349,-0.850866683,-0.121123788,-0.812672034*,0.023014509,-0.17284,0.09152,0.238789,0.370335,-0.05319,-0.064,-0.13795,0.094689,-0.05495,-0.25936
1.41,0.014040892,0.30783692,0.307979822,-0.151101571,-0.086154283,0.499156349,-0.852274683,-0.121365788,-0.812239034*,0.022930509,-0.17289,0.091731,0.23779,0.371126,-0.0554,-0.06295,-0.14038,0.094126,-0.05447,-0.25735
1.42,0.017185892,0.31001292,0.308602822,-0.151265571,-0.086363283,0.500580349,-0.853668683,-0.121603788,-0.811811034*,0.022873509,-0.17292,0.09194,0.23677,0.371908,-0.05759,-0.06189,-0.14281,0.093555,-0.05399,-0.25533
1.43,0.020335892,0.31215892,0.309242822,-0.151390571,-0.086589283,0.502013349,-0.855049683,-0.121835788,-0.811387034*,0.022842509,-0.17291,0.092146,0.235727,0.37268,-0.05977,-0.06084,-0.14525,0.092974,-0.05351,-0.25328
1.44,0.023490892,0.31427492,0.309899822,-0.151476571,-0.086834283,0.503452349,-0.856416683,-0.122063788,-0.810967034*,0.022837509,-0.17286,0.09235,0.234662,0.373443,-0.06194,-0.0598,-0.14768,0.092386,-0.05302,-0.25121
1.45,0.026650892,0.31635892,0.310572822,-0.151524571,-0.087096283,0.504900349,-0.857770683,-0.122285788,-0.810552034*,0.022859509,-0.17279,0.092551,0.233576,0.374197,-0.06408,-0.05876,-0.15013,0.091789,-0.05254,-0.24912
1.46,0.029815892,0.31841192,0.311261822,-0.151533571,-0.087375283,0.506354349,-0.859111683,-0.122502788,-0.810141034*,0.022906509,-0.17268,0.092749,0.232469,0.374942,-0.06621,-0.05772,-0.15257,0.091184,-0.05205,-0.24701
1.47,0.032984892,0.32043292,0.311966822,-0.151505571,-0.087672283,0.507816349,-0.860438683,-0.122714788,-0.809735034*,0.022981509,-0.17254,0.092944,0.231342,0.375676,-0.06833,-0.05668,-0.15501,0.09057,-0.05156,-0.24489
1.48,0.036156892,0.32242192,0.312686822,-0.151438571,-0.087987283,0.509284349,-0.861751683,-0.122920788,-0.809332034*,0.023081509,-0.17236,0.093136,0.230194,0.376402,-0.07042,-0.05565,-0.15746,0.089949,-0.05107,-0.24274
1.49,0.039332892,0.32437792,0.313421822,-0.151333571,-0.088318283,0.510760349,-0.863051683,-0.123121788,-0.808933034*,0.023208509,-0.17216,0.093325,0.229026,0.377117,-0.0725,-0.05462,-0.15991,0.089319,-0.05058,-0.24057
1.5,0.042510892,0.32630292,0.314171822,-0.151190571,-0.088667283,0.512241349,-0.864336683,-0.123317788,-0.808537034*,0.023361509,-0.17191,0.093511,0.227838,0.377823,-0.07456,-0.0536,-0.16235,0.088682,-0.05008,-0.23838
1.51,0.045691892,0.32819492,0.314935822,-0.151009571,-0.089033283,0.513729349,-0.865607683,-0.123508788,-0.808145034*,0.023540509,-0.17164,0.093695,0.226632,0.378519,-0.07661,-0.05258,-0.1648,0.088038,-0.04959,-0.23618
1.52,0.048874892,0.33005392,0.315714822,-0.150790571,-0.089416283,0.515224349,-0.866864683,-0.123692788,-0.807756034*,0.023746509,-0.17133,0.093874,0.225406,0.379205,-0.07863,-0.05157,-0.16725,0.087385,-0.04909,-0.23396
1.53,0.052058892,0.33187892,0.316506822,-0.150534571,-0.089816283,0.516724349,-0.868106683,-0.123872788,-0.807370034*,0.023978509,-0.17099,0.094051,0.224161,0.37988,-0.08064,-0.05056,-0.1697,0.086726,-0.0486,-0.23172
1.54,0.055243892,0.33367192,0.317311822,-0.150241571,-0.090233283,0.518230349,-0.869334683,-0.124045788,-0.806987034*,0.024236509,-0.17061,0.094225,0.222899,0.380546,-0.08263,-0.04955,-0.17215,0.086059,-0.0481,-0.22946
1.55,0.058429892,0.33543092,0.318129822,-0.149910571,-0.090666283,0.519742349,-0.870547683,-0.124213788,-0.806607034*,0.024520509,-0.1702,0.094395,0.221618,0.381202,-0.0846,-0.04855,-0.1746,0.085385,-0.0476,-0.22718
1.56,0.061615892,0.33715592,0.318960822,-0.149542571,-0.091116283,0.521259349,-0.871745683,-0.124376788,-0.806230034*,0.024830509,-0.16976,0.094561,0.220321,0.381847,-0.08655,-0.04756,-0.17704,0.084704,-0.04711,-0.22489
1.57,0.064800892,0.33884792,0.319802822,-0.149136571,-0.091582283,0.522782349,-0.872928683,-0.124532788,-0.805855034*,0.025166509,-0.16929,0.094725,0.219006,0.382482,-0.08848,-0.04657,-0.17949,0.084017,-0.04661,-0.22258
1.58,0.067985892,0.34050492,0.320657822,-0.148695571,-0.092064283,0.524309349,-0.874096683,-0.124683788,-0.805482034*,0.025528509,-0.16878,0.094884,0.217674,0.383107,-0.0904,-0.04559,-0.18193,0.083322,-0.04611,-0.22026
1.59,0.071169892,0.34212792,0.321523822,-0.148216571,-0.092563283,0.525842349,-0.875249683,-0.124828788,-0.805111034*,0.025916509,-0.16823,0.095041,0.216326,0.383721,-0.09229,-0.04461,-0.18437,0.082622,-0.04562,-0.21792
1.6,0.074351892,0.34371692,0.322399822,-0.147701571,-0.093078283,0.527379349,-0.876387683,-0.124967788,-0.804742034*,0.026330509,-0.16766,0.095194,0.214962,0.384324,-0.09417,-0.04364,-0.18681,0.081914,-0.04512,-0.21556
1.61,0.077531892,0.34527092,0.323286822,-0.147150571,-0.093608283,0.528921349,-0.877509683,-0.125100788,-0.804375034*,0.026769509,-0.16705,0.095343,0.213582,0.384917,-0.09602,-0.04268,-0.18924,0.081201,-0.04462,-0.21319
1.62,0.080709892,0.34679092,0.324184822,-0.146562571,-0.094155283,0.530468349,-0.878615683,-0.125228788,-0.804009034*,0.027235509,-0.16641,0.095488,0.212187,0.385499,-0.09786,-0.04172,-0.19167,0.080481,-0.04413,-0.2108
1.63,0.083883892,0.34827492,0.325091822,-0.145939571,-0.094717283,0.532018349,-0.879705683,-0.125349788,-0.803644034*,0.027726509,-0.16573,0.09563,0.210778,0.386071,-0.09967,-0.04077,-0.1941,0.079755,-0.04363,-0.2084
1.64,0.087055892,0.34972492,0.326007822,-0.145280571,-0.095294283,0.533573349,-0.880780683,-0.125464788,-0.803281034*,0.028242509,-0.16502,0.095768,0.209354,0.386631,-0.10146,-0.03982,-0.19653,0.079023,-0.04314,-0.20599
1.65,0.090222892,0.35113892,0.326932822,-0.144585571,-0.095887283,0.535132349,-0.881839683,-0.125574788,-0.802918034*,0.028784509,-0.16428,0.095902,0.207916,0.387181,-0.10324,-0.03888,-0.19895,0.078286,-0.04265,-0.20356
1.66,0.093385892,0.35251892,0.327866822,-0.143855571,-0.096495283,0.536694349,-0.882881683,-0.125677788,-0.802557034*,0.029351509,-0.1635,0.096033,0.206465,0.38772,-0.10499,-0.03795,-0.20136,0.077543,-0.04215,-0.20112
1.67,0.096544892,0.35386292,0.328807822,-0.143091571,-0.097118283,0.538260349,-0.883907683,-0.125774788,-0.802195034*,0.029944509,-0.16269,0.09616,0.205,0.388248,-0.10673,-0.03702,-0.20378,0.076794,-0.04166,-0.19867
1.68,0.099697892,0.35517192,0.329756822,-0.142291571,-0.097755283,0.539829349,-0.884916683,-0.125865788,-0.801834034*,0.030561509,-0.16185,0.096282,0.203523,0.388764,-0.10844,-0.0361,-0.20618,0.07604,-0.04118,-0.1962
1.69,0.102844892,0.35644492,0.330713822,-0.141457571,-0.098408283,0.541401349,-0.885909683,-0.125949788,-0.801473034*,0.031204509,-0.16098,0.096401,0.202033,0.38927,-0.11013,-0.03519,-0.20858,0.075281,-0.04069,-0.19372
1.7,0.105986892,0.35768192,0.331675822,-0.140588571,-0.099075283,0.542976349,-0.886886683,-0.126028788,-0.801112034*,0.031872509,-0.16007,0.096516,0.200531,0.389765,-0.1118,-0.03428,-0.21098,0.074517,-0.0402,-0.19123
1.71,0.109120892,0.35888392,0.332645822,-0.139686571,-0.099756283,0.544554349,-0.887845683,-0.126100788,-0.800751034*,0.032564509,-0.15913,0.096628,0.199018,0.390248,-0.11345,-0.03339,-0.21337,0.073748,-0.03972,-0.18873
1.72,0.112248892,0.36005092,0.333620822,-0.138749571,-0.100451283,0.546134349,-0.888787683,-0.126166788,-0.800389034*,0.033281509,-0.15816,0.096735,0.197494,0.39072,-0.11508,-0.0325,-0.21575,0.072974,-0.03924,-0.18622
1.73,0.115369892,0.36118092,0.334600822,-0.137779571,-0.101160283,0.547717349,-0.889713683,-0.126225788,-0.800027034*,0.034023509,-0.15715,0.096838,0.195959,0.391181,-0.11669,-0.03161,-0.21812,0.072196,-0.03876,-0.1837
1.74,0.118481892,0.36227592,0.335585822,-0.136776571,-0.101883283,0.549303349,-0.890621683,-0.126279788,-0.799663034*,0.034789509,-0.15612,0.096937,0.194414,0.39163,-0.11828,-0.03074,-0.22049,0.071413,-0.03828,-0.18117
1.75,0.121585892,0.36333492,0.336575822,-0.135740571,-0.102620283,0.550890349,-0.891511683,-0.126326788,-0.799299034*,0.035579509,-0.15505,0.097032,0.192859,0.392068,-0.11984,-0.02987,-0.22285,0.070626,-0.03781,-0.17863
1.76,0.124680892,0.36435792,0.337568822,-0.134671571,-0.103370283,0.552479349,-0.892385683,-0.126366788,-0.798933034*,0.036394509,-0.15395,0.097123,0.191294,0.392494,-0.12138,-0.02901,-0.22521,0.069834,-0.03734,-0.17607
1.77,0.127766892,0.36534492,0.338565822,-0.133569571,-0.104134283,0.554070349,-0.893240683,-0.126400788,-0.798565034*,0.037232509,-0.15282,0.09721,0.189721,0.392909,-0.12291,-0.02816,-0.22755,0.069039,-0.03687,-0.17352
1.78,0.130842892,0.36629592,0.339565822,-0.132436571,-0.104910283,0.555663349,-0.894078683,-0.126428788,-0.798196034*,0.038095509,-0.15165,0.097293,0.188139,0.393313,-0.12441,-0.02731,-0.22989,0.068239,-0.03641,-0.17095
1.79,0.133907892,0.36721092,0.340568822,-0.131270571,-0.105699283,0.557256349,-0.894898683,-0.126449788,-0.797824034*,0.038981509,-0.15046,0.097372,0.186549,0.393705,-0.12589,-0.02648,-0.23222,0.067436,-0.03595,-0.16837
1.8,0.136963892,0.36808992,0.341573822,-0.130073571,-0.106501283,0.558851349,-0.895700683,-0.126464788,-0.797450034*,0.039890509,-0.14923,0.097447,0.184951,0.394085,-0.12734,-0.02565,-0.23454,0.066629,-0.03549,-0.16579
1.81,0.140006892,0.36893392,0.342579822,-0.128845571,-0.107315283,0.560447349,-0.896483683,-0.126472788,-0.797074034*,0.040823509,-0.14797,0.097518,0.183346,0.394454,-0.12878,-0.02483,-0.23685,0.065818,-0.03504,-0.1632
1.82,0.143039892,0.36974092,0.343587822,-0.127585571,-0.108142283,0.562044349,-0.897249683,-0.126474788,-0.796695034*,0.041779509,-0.14669,0.097584,0.181735,0.394811,-0.13019,-0.02402,-0.23915,0.065004,-0.03459,-0.1606
1.83,0.146059892,0.37051292,0.344595822,-0.126295571,-0.108981283,0.563642349,-0.897996683,-0.126469788,-0.796314034*,0.042759509,-0.14537,0.097647,0.180117,0.395156,-0.13159,-0.02322,-0.24144,0.064187,-0.03414,-0.158
1.84,0.149066892,0.37124892,0.345603822,-0.124975571,-0.109831283,0.565239349,-0.898724683,-0.126458788,-0.795929034*,0.043761509,-0.14402,0.097705,0.178493,0.39549,-0.13296,-0.02242,-0.24372,0.063367,-0.0337,-0.15539
1.85,0.152061892,0.37194892,0.346611822,-0.123624571,-0.110693283,0.566838349,-0.899434683,-0.126440788,-0.795541034*,0.044785509,-0.14264,0.097759,0.176863,0.395811,-0.13431,-0.02164,-0.24599,0.062543,-0.03326,-0.15278
1.86,0.155042892,0.37261292,0.347619822,-0.122244571,-0.111566283,0.568436349,-0.900125683,-0.126415788,-0.795149034*,0.045833509,-0.14123,0.097809,0.175229,0.396121,-0.13563,-0.02086,-0.24825,0.061717,-0.03283,-0.15016
1.87,0.158009892,0.37324092,0.348625822,-0.120835571,-0.112450283,0.570034349,-0.900797683,-0.126384788,-0.794753034*,0.046902509,-0.1398,0.097855,0.17359,0.396419,-0.13694,-0.02009,-0.2505,0.060888,-0.0324,-0.14753
1.88,0.160962892,0.37383392,0.349629822,-0.119396571,-0.113346283,0.571632349,-0.901450683,-0.126347788,-0.794354034*,0.047994509,-0.13833,0.097897,0.171947,0.396706,-0.13822,-0.01934,-0.25273,0.060057,-0.03198,-0.14491
1.89,0.163900892,0.37439192,0.350631822,-0.117929571,-0.114252283,0.573230349,-0.902084683,-0.126303788,-0.793950034*,0.049107509,-0.13683,0.097935,0.1703,0.39698,-0.13948,-0.01858,-0.25496,0.059223,-0.03156,-0.14228
1.9,0.166823892,0.37491392,0.351631822,-0.116433571,-0.115168283,0.574827349,-0.902699683,-0.126253788,-0.793542034*,0.050243509,-0.13531,0.097969,0.16865,0.397243,-0.14072,-0.01784,-0.25717,0.058387,-0.03115,-0.13964
1.91,0.169730892,0.37539992,0.352627822,-0.114909571,-0.116095283,0.576423349,-0.903294683,-0.126195788,-0.793129034*,0.051399509,-0.13376,0.097998,0.166997,0.397493,-0.14194,-0.01711,-0.25937,0.057548,-0.03074,-0.13701
1.92,0.172621892,0.37585092,0.353620822,-0.113358571,-0.117032283,0.578018349,-0.903870683,-0.126132788,-0.792711034*,0.052577509,-0.13218,0.098023,0.165342,0.397732,-0.14313,-0.01639,-0.26156,0.056708,-0.03034,-0.13437
1.93,0.175495892,0.37626792,0.354609822,-0.111779571,-0.117978283,0.579613349,-0.904426683,-0.126062788,-0.792288034*,0.053776509,-0.13057,0.098045,0.163684,0.397959,-0.14431,-0.01567,-0.26373,0.055865,-0.02995,-0.13172
1.94,0.178352892,0.37664892,0.355593822,-0.110174571,-0.118934283,0.581206349,-0.904962683,-0.125985788,-0.791859034*,0.054997509,-0.12893,0.098062,0.162026,0.398174,-0.14546,-0.01497,-0.26589,0.055021,-0.02956,-0.12908
1.95,0.181191892,0.37699492,0.356571822,-0.108541571,-0.119899283,0.582797349,-0.905479683,-0.125902788,-0.791425034*,0.056237509,-0.12727,0.098075,0.160366,0.398377,-0.14659,-0.01427,-0.26804,0.054176,-0.02918,-0.12644
1.96,0.184012892,0.37730592,0.357545822,-0.106883571,-0.120873283,0.584387349,-0.905976683,-0.125812788,-0.790986034*,0.057498509,-0.12558,0.098084,0.158706,0.398568,-0.1477,-0.01358,-0.27017,0.053328,-0.0288,-0.12379
1.97,0.186815892,0.37758292,0.358512822,-0.105198571,-0.121856283,0.585975349,-0.906452683,-0.125716788,-0.790540034*,0.058779509,-0.12386,0.09809,0.157046,0.398747,-0.14879,-0.01291,-0.27229,0.05248,-0.02843,-0.12115
1.98,0.189599892,0.37782492,0.359472822,-0.103488571,-0.122848283,0.587562349,-0.906908683,-0.125613788,-0.790088034*,0.060081509,-0.12212,0.098091,0.155386,0.398914,-0.14985,-0.01224,-0.27439,0.05163,-0.02807,-0.11851
1.99,0.192363892,0.37803292,0.360426822,-0.101753571,-0.123847283,0.589146349,-0.907344683,-0.125504788,-0.789629034*,0.061402509,-0.12035,0.098088,0.153727,0.399069,-0.1509,-0.01158,-0.27648,0.050779,-0.02771,-0.11586
2,0.195108892,0.37820692,0.361372822,-0.099993571,-0.124855283,0.590728349,-0.907760683,-0.125388788,-0.789164034*,0.062742509,-0.11855,0.098081,0.152069,0.399212,-0.15192,-0.01093,-0.27855,0.049927,-0.02737,-0.11322
2.01,0.197832892,0.37834592,0.362310822,-0.098208571,-0.125870283,0.592307349,-0.908155683,-0.125267788,-0.788692034*,0.064102509,-0.11673,0.09807,0.150413,0.399343,-0.15292,-0.01029,-0.28061,0.049074,-0.02702,-0.11058
2.02,0.200536892,0.37845192,0.363239822,-0.096400571,-0.126893283,0.593884349,-0.908530683,-0.125138788,-0.788213034*,0.065480509,-0.11489,0.098055,0.148759,0.399462,-0.1539,-0.00965,-0.28265,0.048221,-0.02669,-0.10794
2.03,0.203219892,0.37852392,0.364160822,-0.094568571,-0.127923283,0.595458349,-0.908883683,-0.125003788,-0.787726034*,0.066878509,-0.11302,0.098037,0.147107,0.399569,-0.15486,-0.00903,-0.28468,0.047367,-0.02637,-0.10531
2.04,0.205879892,0.37856292,0.365071822,-0.092712571,-0.128960283,0.597029349,-0.909216683,-0.124862788,-0.787232034*,0.068294509,-0.11113,0.098014,0.145459,0.399665,-0.1558,-0.00842,-0.28669,0.046512,-0.02605,-0.10268
2.05,0.208518892,0.37856792,0.365972822,-0.090834571,-0.130004283,0.598597349,-0.909528683,-0.124715788,-0.786730034*,0.069728509,-0.10921,0.097988,0.143814,0.399748,-0.15671,-0.00782,-0.28868,0.045657,-0.02574,-0.10005
2.06,0.211135892,0.37853992,0.366862822,-0.088933571,-0.131054283,0.600162349,-0.909819683,-0.124562788,-0.786221034*,0.071180509,-0.10727,0.097958,0.142173,0.399819,-0.15761,-0.00722,-0.29065,0.044802,-0.02544,-0.09742
2.07,0.213728892,0.37847992,0.367742822,-0.087010571,-0.132110283,0.601723349,-0.910089683,-0.124402788,-0.785702034*,0.072649509,-0.10531,0.097924,0.140536,0.399879,-0.15849,-0.00664,-0.29261,0.043946,-0.02515,-0.0948
2.08,0.216298892,0.37838692,0.368610822,-0.085065571,-0.133173283,0.603281349,-0.910337683,-0.124236788,-0.785176034*,0.074137509,-0.10333,0.097886,0.138904,0.399926,-0.15934,-0.00606,-0.29455,0.043091,-0.02487,-0.09219
2.09,0.218844892,0.37826092,0.369467822,-0.083099571,-0.134240283,0.604835349,-0.910565683,-0.124063788,-0.784641034*,0.075641509,-0.10132,0.097845,0.137277,0.399962,-0.16017,-0.0055,-0.29647,0.042236,-0.02459,-0.08958
2.1,0.221367892,0.37810292,0.370311822,-0.081112571,-0.135313283,0.606385349,-0.910771683,-0.123885788,-0.784097034*,0.077162509,-0.09929,0.097799,0.135656,0.399985,-0.16098,-0.00494,-0.29838,0.041381,-0.02433,-0.08697
2.11,0.223864892,0.37791392,0.371142822,-0.079104571,-0.136391283,0.607931349,-0.910955683,-0.123701788,-0.783544034*,0.078700509,-0.09724,0.097751,0.134042,0.399997,-0.16178,-0.00439,-0.30027,0.040527,-0.02408,-0.08437
2.12,0.226336892,0.37769192,0.371960822,-0.077076571,-0.137474283,0.609473349,-0.911118683,-0.123511788,-0.782982034*,0.080254509,-0.09517,0.097698,0.132433,0.399997,-0.16255,-0.00386,-0.30213,0.039673,-0.02383,-0.08178
2.13,0.228783892,0.37743992,0.372765822,-0.075028571,-0.138561283,0.611010349,-0.911259683,-0.123314788,-0.782411034*,0.081824509,-0.09308,0.097642,0.130832,0.399986,-0.1633,-0.00333,-0.30398,0.03882,-0.02359,-0.07919
2.14,0.231204892,0.37715592,0.373555822,-0.072961571,-0.139652283,0.612543349,-0.911378683,-0.123112788,-0.781830034*,0.083410509,-0.09097,0.097583,0.129238,0.399962,-0.16403,-0.00281,-0.30581,0.037967,-0.02337,-0.07662
2.15,0.233599892,0.37684092,0.374330822,-0.070875571,-0.140747283,0.614071349,-0.911475683,-0.122904788,-0.781239034*,0.085012509,-0.08884,0.09752,0.127653,0.399927,-0.16474,-0.0023,-0.30762,0.037115,-0.02315,-0.07405
2.16,0.235967892,0.37649492,0.375091822,-0.068770571,-0.141846283,0.615595349,-0.911551683,-0.122690788,-0.780638034*,0.086628509,-0.08669,0.097453,0.126075,0.39988,-0.16543,-0.0018,-0.30941,0.036264,-0.02295,-0.07148
2.17,0.238307892,0.37611992,0.375836822,-0.066647571,-0.142948283,0.617113349,-0.911604683,-0.122470788,-0.780026034*,0.088260509,-0.08452,0.097384,0.124506,0.399821,-0.1661,-0.00131,-0.31118,0.035415,-0.02276,-0.06893
2.18,0.240620892,0.37571392,0.376565822,-0.064506571,-0.144053283,0.618627349,-0.911636683,-0.122245788,-0.779405034*,0.089906509,-0.08234,0.09731,0.122947,0.399751,-0.16676,-0.00083,-0.31293,0.034566,-0.02257,-0.06638
2.19,0.242905892,0.37527792,0.377277822,-0.062348571,-0.145160283,0.620135349,-0.911645683,-0.122014788,-0.778773034*,0.091566509,-0.08014,0.097234,0.121397,0.399669,-0.16739,-0.00036,-0.31466,0.033719,-0.0224,-0.06385
2.2,0.245162892,0.37481292,0.377973822,-0.060172571,-0.146270283,0.621637349,-0.911632683,-0.121777788,-0.778130034*,0.093240509,-0.07792,0.097154,0.119857,0.399575,-0.168,0.000104,-0.31636,0.032873,-0.02224,-0.06132
2.21,0.247390892,0.37431892,0.378651822,-0.057980571,-0.147382283,0.623135349,-0.911597683,-0.121535788,-0.777476034*,0.094928509,-0.07568,0.097071,0.118327,0.39947,-0.16859,0.000558,-0.31805,0.032029,-0.02209,-0.05881
2.22,0.249589892,0.37379592,0.379311822,-0.055772571,-0.148496283,0.624626349,-0.911539683,-0.121288788,-0.776811034*,0.096630509,-0.07343,0.096985,0.116808,0.399353,-0.16917,0.001002,-0.31971,0.031187,-0.02195,-0.05631
2.23,0.251758892,0.37324492,0.379954822,-0.053548571,-0.149612283,0.626111349,-0.911459683,-0.121035788,-0.776135034*,0.098344509,-0.07116,0.096896,0.115301,0.399225,-0.16972,0.001437,-0.32136,0.030346,-0.02183,-0.05381
2.24,0.253898892,0.37266592,0.380577822,-0.051308571,-0.150728283,0.627591349,-0.911356683,-0.120777788,-0.775447034*,0.100071509,-0.06888,0.096803,0.113805,0.399085,-0.17026,0.001863,-0.32298,0.029507,-0.02171,-0.05133
2.25,0.256006892,0.37205792,0.381182822,-0.049053571,-0.151846283,0.629064349,-0.911231683,-0.120514788,-0.774747034*,0.101811509,-0.06658,0.096708,0.112322,0.398934,-0.17078,0.00228,-0.32458,0.02867,-0.02161,-0.04886
2.26,0.258085892,0.37142292,0.381767822,-0.046784571,-0.152964283,0.630531349,-0.911083683,-0.120246788,-0.774036034*,0.103562509,-0.06427,0.096609,0.110851,0.398772,-0.17128,0.002688,-0.32616,0.027835,-0.02152,-0.04641
2.27,0.260132892,0.37076092,0.382332822,-0.044500571,-0.154083283,0.631992349,-0.910912683,-0.119972788,-0.773313034*,0.105326509,-0.06195,0.096508,0.109393,0.398598,-0.17176,0.003087,-0.32771,0.027002,-0.02144,-0.04396
2.28,0.262147892,0.37007192,0.382877822,-0.042203571,-0.155201283,0.633446349,-0.910719683,-0.119694788,-0.772578034*,0.107101509,-0.05961,0.096404,0.107948,0.398413,-0.17222,0.003477,-0.32924,0.026172,-0.02138,-0.04153
2.29,0.264131892,0.36935692,0.383401822,-0.039892571,-0.156319283,0.634893349,-0.910502683,-0.119411788,-0.771830034*,0.108887509,-0.05726,0.096297,0.106518,0.398217,-0.17267,0.003859,-0.33075,0.025344,-0.02133,-0.03911
2.3,0.266082892,0.36861592,0.383904822,-0.037568571,-0.157436283,0.636334349,-0.910263683,-0.119123788,-0.771070034*,0.110684509,-0.0549,0.096188,0.105101,0.39801,-0.17309,0.004231,-0.33224,0.024518,-0.02129,-0.03671
2.31,0.268001892,0.36784892,0.384386822,-0.035231571,-0.158553283,0.637767349,-0.910001683,-0.118830788,-0.770297034*,0.112491509,-0.05252,0.096075,0.103699,0.397791,-0.1735,0.004595,-0.3337,0.023695,-0.02126,-0.03432
2.32,0.269887892,0.36705592,0.384846822,-0.032882571,-0.159668283,0.639193349,-0.909716683,-0.118532788,-0.769512034*,0.114309509,-0.05014,0.09596,0.102312,0.397562,-0.1739,0.00495,-0.33514,0.022875,-0.02125,-0.03195
2.33,0.271740892,0.36623892,0.385283822,-0.030521571,-0.160782283,0.640612349,-0.909408683,-0.118231788,-0.768713034*,0.116136509,-0.04774,0.095843,0.10094,0.397322,-0.17427,0.005296,-0.33655,0.022057,-0.02125,-0.02959
2.34,0.273558892,0.36539692,0.385698822,-0.028148571,-0.161894283,0.642024349,-0.909077683,-0.117924788,-0.767902034*,0.117973509,-0.04534,0.095723,0.099584,0.39707,-0.17463,0.005634,-0.33794,0.021242,-0.02127,-0.02724
2.35,0.275343892,0.36453092,0.386090822,-0.025764571,-0.163003283,0.643428349,-0.908723683,-0.117614788,-0.767077034*,0.119819509,-0.04293,0.0956,0.098244,0.396808,-0.17497,0.005963,-0.3393,0.02043,-0.0213,-0.02491
2.36,0.277094892,0.36364092,0.386458822,-0.023370571,-0.164111283,0.644824349,-0.908345683,-0.117299788,-0.766239034*,0.121674509,-0.04051,0.095475,0.096921,0.396535,-0.17529,0.006284,-0.34064,0.019622,-0.02134,-0.0226
2.37,0.278809892,0.36272792,0.386802822,-0.020965571,-0.165215283,0.646213349,-0.907945683,-0.116980788,-0.765388034*,0.123538509,-0.03808,0.095348,0.095614,0.396252,-0.1756,0.006596,-0.34196,0.018816,-0.0214,-0.02031
2.38,0.280490892,0.36179092,0.387123822,-0.018550571,-0.166316283,0.647593349,-0.907521683,-0.116657788,-0.764523034*,0.125410509,-0.03564,0.095219,0.094325,0.395958,-0.17589,0.0069,-0.34325,0.018014,-0.02147,-0.01803
2.39,0.282135892,0.36083192,0.387419822,-0.016125571,-0.167414283,0.648966349,-0.907074683,-0.116330788,-0.763644034*,0.127289509,-0.03319,0.095087,0.093053,0.395653,-0.17617,0.007196,-0.34452,0.017214,-0.02156,-0.01577
2.4,0.283745892,0.35985092,0.387690822,-0.013691571,-0.168508283,0.650330349,-0.906604683,-0.116000788,-0.762752034*,0.129176509,-0.03074,0.094953,0.0918,0.395338,-0.17643,0.007484,-0.34575,0.016419,-0.02166,-0.01352
2.41,0.285319892,0.35884792,0.387935822,-0.011248571,-0.169598283,0.651686349,-0.906111683,-0.115666788,-0.761846034*,0.131070509,-0.02829,0.094817,0.090565,0.395012,-0.17667,0.007763,-0.34697,0.015627,-0.02178,-0.0113
2.42,0.286856892,0.35782392,0.388156822,-0.008797571,-0.170684283,0.653034349,-0.905594683,-0.115328788,-0.760925034*,0.132971509,-0.02583,0.09468,0.089348,0.394676,-0.1769,0.008035,-0.34816,0.014838,-0.02191,-0.00909
2.43,0.288356892,0.35677892,0.388350822,-0.006337571,-0.171765283,0.654373349,-0.905054683,-0.114987788,-0.759991034*,0.134879509,-0.02336,0.09454,0.088151,0.394329,-0.17711,0.008299,-0.34932,0.014053,-0.02206,-0.00691
2.44,0.289820892,0.35571292,0.388518822,-0.003870571,-0.172841283,0.655703349,-0.904490683,-0.114642788,-0.759042034*,0.136792509,-0.02089,0.094398,0.086974,0.393973,-0.1773,0.008555,-0.35045,0.013272,-0.02222,-0.00474
2.45,0.291246892,0.35462692,0.388660822,-0.001395571,-0.173912283,0.657024349,-0.903903683,-0.114294788,-0.758079034*,0.138712509,-0.01842,0.094255,0.085816,0.393606,-0.17749,0.008803,-0.35156,0.012494,-0.0224,-0.00259
2.46,0.292635892,0.35352192,0.388775822,0.001086429,-0.174978283,0.658336349,-0.903293683,-0.113943788,-0.757101034*,0.140636509,-0.01594,0.09411,0.084678,0.393229,-0.17765,0.009043,-0.35265,0.011721,-0.0226,-0.00046
